subsystem,reaction
Steroid metabolism,UGT1A2r
Steroid metabolism,UGT1A3r
Steroid metabolism,UGT1A4r
Vitamin A metabolism,UGT1A5r
Vitamin A metabolism,UGT1A5r2
Steroid metabolism,UGT1A6r
Steroid metabolism,UGT1A7r
Steroid metabolism,UGT1A8r
Steroid metabolism,UGT1A9r
Nucleotide interconversion,UMPK2
Nucleotide interconversion,UMPK2n
Nucleotide interconversion,UMPK3
Nucleotide interconversion,UMPK3n
Nucleotide interconversion,UMPK4
Nucleotide interconversion,UMPK4n
Nucleotide interconversion,UMPK5
Nucleotide interconversion,UMPK5n
Nucleotide interconversion,UMPK6
Nucleotide interconversion,UMPK6n
Nucleotide interconversion,UMPK7
Nucleotide interconversion,UMPK7n
Nucleotide interconversion,UMPKm
Nucleotide interconversion,UMPKn
"Transport, endoplasmic reticular",UMPtr
Arginine and proline metabolism,UNK2
Pyrimidine catabolism,UPPN
"Transport, extracellular",URAt
"Transport, extracellular",URATEt
"Transport, peroxisomal",URATEtx
"Transport, extracellular",UREAt5
Urea cycle,UREAtm
Nucleotide interconversion,URIDK2m
Pyrimidine synthesis,URIK1
"Transport, extracellular",URIt
"Transport, extracellular",URIt4
"Transport, lysosomal",Uritl
"Transport, mitochondrial",Uritm
"Transport, nuclear",Uritn
Vitamin C metabolism,UROLACer
"Transport, nuclear",UTPtn
"Transport, extracellular",VACCt
"Transport, extracellular",VALt4
"Transport, mitochondrial",VALt5m
"Valine, leucine, and isoleucine metabolism",VALTAm
"Transport, extracellular",VALtec
Vitamin D metabolism,VD3
Vitamin D metabolism,VITD2Hm
"Transport, extracellular",VITD2t
"Transport, mitochondrial",VITD2tm
Vitamin D metabolism,VITD3Hm
"Transport, extracellular",VITD3t
"Transport, mitochondrial",VITD3tm
"Transport, mitochondrial",VITD3tm3
Bile acid synthesis,VLCS2p
Bile acid synthesis,VLCS2r
Bile acid synthesis,VLCSp
Bile acid synthesis,VLCSr
"Transport, extracellular",WHDDCAte
"Transport, extracellular",WHHDCAte
"Transport, extracellular",WHTSTSTERONEte
"Transport, extracellular",WHTTDCAte
Purine catabolism,XANDp
"Transport, peroxisomal",XANtx
Purine catabolism,XAO2x
Purine catabolism,XAOx
"Transport, mitochondrial",XOL27OHtm
"Transport, mitochondrial",XOL7AH2tm
"Transport, endoplasmic reticular",XOL7AH2tr
"Transport, endoplasmic reticular",XOL7AONEtr
"Transport, endoplasmic reticular",XOLDIOLONEt
"Transport, endoplasmic reticular",XOLDIOLONEtm
"Transport, extracellular",XOLEST2te
"Transport, extracellular",XOLESTte
"Transport, endoplasmic reticular",XOLTRI24tc
"Transport, extracellular",XOLTRI24te
"Transport, endoplasmic reticular",XOLTRI25tc
"Transport, extracellular",XOLTRI25te
"Transport, endoplasmic reticular",XOLTRI27tc
"Transport, extracellular",XOLTRI27te
"Transport, mitochondrial",XOLTRIOLtm
"Transport, endoplasmic reticular",XOLTRIOLtr
"Transport, golgi apparatus",XSERtg
Pentose phosphate pathway,XYLK
Pentose phosphate pathway,XYLTD_Dr
Chondroitin synthesis,XYLTer
"Transport, lysosomal",XYLtly
"Transport, extracellular",XYLTt
Pentose phosphate pathway,XYLUR
"Transport, extracellular",YVITEt
Exchange/demand reaction,EX_4abutn[e]
Exchange/demand reaction,EX_acmana[e]
Exchange/demand reaction,EX_ahdt[e]
Exchange/demand reaction,EX_ctp[e]
Exchange/demand reaction,EX_dgmp[e]
Exchange/demand reaction,EX_dgtp[e]
Exchange/demand reaction,EX_dha[e]
Exchange/demand reaction,EX_dhap[e]
Exchange/demand reaction,EX_dtmp[e]
Exchange/demand reaction,EX_dttp[e]
Exchange/demand reaction,EX_fad[e]
Exchange/demand reaction,EX_fald[e]
Exchange/demand reaction,EX_g1p[e]
Exchange/demand reaction,EX_HC00229[e]
Exchange/demand reaction,EX_HC00250[e]
Exchange/demand reaction,EX_HC01104[e]
Exchange/demand reaction,EX_HC01361[e]
Exchange/demand reaction,EX_HC01440[e]
Exchange/demand reaction,EX_HC01441[e]
Exchange/demand reaction,EX_HC01444[e]
Exchange/demand reaction,EX_HC01446[e]
Exchange/demand reaction,EX_HC01577[e]
Exchange/demand reaction,EX_HC01609[e]
Exchange/demand reaction,EX_HC01610[e]
Exchange/demand reaction,EX_HC01700[e]
Exchange/demand reaction,EX_HC02160[e]
Exchange/demand reaction,EX_HC02161[e]
Exchange/demand reaction,EX_itp[e]
Exchange/demand reaction,EX_orot[e]
Exchange/demand reaction,EX_prpp[e]
Exchange/demand reaction,EX_pydx5p[e]
Exchange/demand reaction,EX_udpg[e]
Methionine and cysteine metabolism,r0001
"Transport, endoplasmic reticular",r0002
Purine catabolism,r0009
Aminosugar metabolism,r0013
Miscellaneous,r0016
Glutathione metabolism,r0021
Glutathione metabolism,r0022
Miscellaneous,r0023
Arginine and proline metabolism,r0024
Methionine and cysteine metabolism,r0027
Purine catabolism,r0028
CoA synthesis,r0033
Urea cycle,r0034
Purine catabolism,r0047
Purine catabolism,r0051
Pyruvate metabolism,r0055
Pyruvate metabolism,r0062
Miscellaneous,r0068
Urea cycle,r0074
Citric acid cycle,r0081
Miscellaneous,r0083
Miscellaneous,r0084
Urea cycle,r0085
Urea cycle,r0086
Starch and sucrose metabolism,r0093
Miscellaneous,r0097
Aminosugar metabolism,r0113
Purine catabolism,r0119
Tetrahydrobiopterin metabolism,r0120
Tetrahydrobiopterin metabolism,r0121
Glycolysis/gluconeogenesis,r0122
Glutathione metabolism,r0129
Glutathione metabolism,r0130
Pyrimidine catabolism,r0139
Methionine and cysteine metabolism,r0142
Arginine and proline metabolism,r0145
Pyrimidine catabolism,r0149
